Requirement	AC	Source locator	Requirement title	AC text	Requirement SHA-256	AC SHA-256
REQ-ARC-008	AC-ARC-018	4df6fb1:architecture-requirements.md:62	### REQ-ARC-008 — Contributor構成をCapability Policyで決める	- AC-ARC-018: 同じ要求を異なるversionのCapability Policyへ与えるfixtureが、宣言されたContributor構成だけを起動し、Kernelへの条件分岐追加を要求しない。	sha256:6b98b77f2bcfeff108893bed5aaeb4279a18bfdf78d43c4ce7c0c3c99d252ddd	sha256:efc55bfb92d2fbbb5f20ab6a90e028126403af339c57f257b1ba3b6b5fd60c9a
REQ-ARC-009	AC-ARC-011	4df6fb1:architecture-requirements.md:70	### REQ-ARC-009 — 信頼境界によりGraph生成権限を制限する	- AC-ARC-011: LLM Proposalを拒否するfixtureが、State変更、Effect確定、Graph変更、dispatchのいずれも生まないことを示す。	sha256:a3338d6b94153d2edb5c4b40bf3acf0065e32b682e478e10b4f4e8c2407f6faa	sha256:48cf5cfb8811d10201447ec5d81b6a1ca3c4ec07ba517a3d09bf0d75261e1fc5
REQ-ARC-009	AC-ARC-019	4df6fb1:architecture-requirements.md:71	### REQ-ARC-009 — 信頼境界によりGraph生成権限を制限する	- AC-ARC-019: 承認済み決定論Contributorと信頼できない外部主体へ同等のGraph断片を提案させるfixtureが、前者だけを宣言権限の範囲で受理し、後者にはPolicy検証を要求する。	sha256:a3338d6b94153d2edb5c4b40bf3acf0065e32b682e478e10b4f4e8c2407f6faa	sha256:9d20a4fb291b25f4830cb1016623a56f71ad1604bc1beab382954e0a45c4da51
REQ-ARC-009	AC-ARC-020	4df6fb1:architecture-requirements.md:72	### REQ-ARC-009 — 信頼境界によりGraph生成権限を制限する	- AC-ARC-020: Skillの読取観測、決定論的能力、AI由来Proposalの三経路が、それぞれObservation、許可済みGraph断片、未承認Proposalとして区別される。	sha256:a3338d6b94153d2edb5c4b40bf3acf0065e32b682e478e10b4f4e8c2407f6faa	sha256:512ef5e9bbb5f0b5ba84450fef606149be72c5e3df85b6632d3c904c5430e468
REQ-ARC-009	AC-ARC-028	4df6fb1:architecture-requirements.md:73	### REQ-ARC-009 — 信頼境界によりGraph生成権限を制限する	- AC-ARC-028: Owner standing delegation、inactive Skill asset、version付きSkillExecutionGrant、activation、runtime Effectのfixtureが、Authorization Policy Contextだけをgrant所有者として示し、SkillCreator/Skill/LLMがgrantまたはY2 Behavior catalogを直接変更しない。	sha256:a3338d6b94153d2edb5c4b40bf3acf0065e32b682e478e10b4f4e8c2407f6faa	sha256:9215efea1818dfd11f1218dbac4608b3ae758a48a9d9d6cc22d51c24ec7016f7
REQ-ARC-006	AC-ARC-012	4df6fb1:architecture-requirements.md:83	### REQ-ARC-006 — 実効profileをdispatch時に固定する	- AC-ARC-012: profile更新後も、既にdispatchされたEffectが記録済みのprofile/versionを保持する。	sha256:62fb6bb65be8123521954ca438c11b293b12178706d8af5dcab4ea941cf0cfc6	sha256:b274dc97e0d30b4d5b6128a376ce9b6039738f2a665c562153a6f545a1e3596f
REQ-ARC-007	AC-ARC-014	4df6fb1:architecture-requirements.md:91	### REQ-ARC-007 — SkillをAIとアプリの接続面として分離する	- AC-ARC-014: 試験用Skillの読出しが、アプリ所有の状態をCoreへ移さず、型付き観測または参照として返る。	sha256:5ed720346f2b6204634b3c1c0753d7c41503d7295d3dc2209006173bd868ee80	sha256:a2a5266e4088423a9e943a27e7095a0cd50601daed515d3f558bdedcb3aebf86
REQ-ARC-007	AC-ARC-015	4df6fb1:architecture-requirements.md:92	### REQ-ARC-007 — SkillをAIとアプリの接続面として分離する	- AC-ARC-015: 試験用Skillを介したAIの書込み提案が、Policy承認前にState変更、Effect確定、dispatchのいずれも起こさない。	sha256:5ed720346f2b6204634b3c1c0753d7c41503d7295d3dc2209006173bd868ee80	sha256:54e69e2b7ebf79bc9ab8268d27f6eb37cf126c9e33dfa917d78bf74de854506f
REQ-ARC-007	AC-ARC-016	4df6fb1:architecture-requirements.md:93	### REQ-ARC-007 — SkillをAIとアプリの接続面として分離する	- AC-ARC-016: 同じSkill契約を別の試験用Adapterへ再bindingしても、Kernelとdomain Ruleを変更しない。	sha256:5ed720346f2b6204634b3c1c0753d7c41503d7295d3dc2209006173bd868ee80	sha256:73e989317ca458bcfcf22d796940f7840253a583ba030a397405dcd49fed662c
REQ-ARC-010	AC-ARC-021	4df6fb1:architecture-requirements.md:101	### REQ-ARC-010 — Qualia Contextは活動身份とLifecycleだけを所有する	- AC-ARC-021: ownership registryがQualia Stateと三つの代表Behavior固有Stateの所有者を別々に一度だけ記録し、Qualia Contextから各Behavior reducerへ到達できないことをarchitecture testが示す。	sha256:cc439b4ec79d4e81e41bd623678c64a957c3883e2c1531a2a4c5587d3cd17d62	sha256:9921ea9a88edcac62ec49cf4ddd16ce9ff05c14212bd504352ac097cedc43475
REQ-ARC-010	AC-ARC-022	4df6fb1:architecture-requirements.md:102	### REQ-ARC-010 — Qualia Contextは活動身份とLifecycleだけを所有する	- AC-ARC-022: Home、Starting、Active、Terminating、Recovering間の許可Transitionをtable-driven pure testで評価できる。永続化された非Home phaseは同じsessionのRecoveringへ入り、明示checkpointによるResumeだけが同じsessionをActiveへ戻せる。Owner判断待ちはRecoveringを維持し、終了／資源隔離は責任移管後にTerminatingを経てHomeへ進む。どの経路も二つのqualia sessionを非Homeにできない。	sha256:cc439b4ec79d4e81e41bd623678c64a957c3883e2c1531a2a4c5587d3cd17d62	sha256:1665c0d2d99a9a15442426049368b3a1fa20e54d826ed4d906ecac6a85db7572
REQ-ARC-010	AC-ARC-023	4df6fb1:architecture-requirements.md:103	### REQ-ARC-010 — Qualia Contextは活動身份とLifecycleだけを所有する	- AC-ARC-023: Qualia Stateが機能固有本文、media、device内部状態、Effect Graphを値として所有せず、識別子、version、Lifecycle、理由、所有Context名とsession／correlation identityだけの不変・不透明な型付き参照で構成されること、およびその参照からBehavior reducerやdispatchへ到達できないことを契約試験が示す。	sha256:cc439b4ec79d4e81e41bd623678c64a957c3883e2c1531a2a4c5587d3cd17d62	sha256:733401079022fc51a51d2a91a9bd174e152bb36a4c0766020b1d7d32fe72e939
REQ-ARC-011	AC-ARC-024	4df6fb1:architecture-requirements.md:111	### REQ-ARC-011 — 振る舞いを各Layerへの明示的な寄与として追加する	- AC-ARC-024: 既存のカメラ、Artifact、Web表示能力だけを組み合わせる試験Behaviorが、Kernel条件分岐、新しいPort Trait、既存State所有者の変更なしに、意味候補、Policy、Graph contributor、Projection、API操作として追加できる。	sha256:8caf0cdc72f0ae7f97bf95f578055d989f0204c4f3eb712bfb34142a5cbf1a91	sha256:6321748906844d8dce3f7ef2d1eb8826ab279821450aa6f0e8e8ffa26f9f9462
REQ-ARC-011	AC-ARC-025	4df6fb1:architecture-requirements.md:112	### REQ-ARC-011 — 振る舞いを各Layerへの明示的な寄与として追加する	- AC-ARC-025: 新しい試験外部能力を必要とするBehaviorが、domainから具体製品へ依存せず、Port Trait、Adapter、Bootstrap binding、結果Eventを追加して同じBehavior契約へ適合する。	sha256:8caf0cdc72f0ae7f97bf95f578055d989f0204c4f3eb712bfb34142a5cbf1a91	sha256:afd98c0bf680011b8024905c689281c708e54ab8564c7314dc59f5f2f9d6804b
REQ-ARC-011	AC-ARC-026	4df6fb1:architecture-requirements.md:113	### REQ-ARC-011 — 振る舞いを各Layerへの明示的な寄与として追加する	- AC-ARC-026: 新しいBehaviorの適合検査が、identity／version、必要Capability、入力・出力面、routing contribution、State ownership、termination、Recovery、API、Web表示、設定、migration、traceabilityのうち該当項目を列挙し、該当しないLayerへの装飾的変更を要求しない。	sha256:8caf0cdc72f0ae7f97bf95f578055d989f0204c4f3eb712bfb34142a5cbf1a91	sha256:26638530b962e803149d9588aed4d7eb7e917655249960251fb7ff51b6cf5190
REQ-ARC-011	AC-ARC-027	4df6fb1:architecture-requirements.md:114	### REQ-ARC-011 — 振る舞いを各Layerへの明示的な寄与として追加する	- AC-ARC-027: エンドユーザーのHTML／CSS変更がownership registry、routing catalog、Rule、Policy、Effect型、Port、Adapter、Bootstrap bindingを増減できない。	sha256:8caf0cdc72f0ae7f97bf95f578055d989f0204c4f3eb712bfb34142a5cbf1a91	sha256:45e4b03a699c79a8aafbc405e14fdae2f85ebfe1767d3c2938d98c89847fdf03
REQ-PER-001	AC-PER-001	4df6fb1:architecture-requirements.md:122	### REQ-PER-001 — Graphから導く順序	- AC-PER-001: 依存するEffectが、宣言されたすべての依存先が完了する前にはreadyにならない。	sha256:04b78be2e6e89b06d6524b0993cefba7051d0a01f987e6ea6cd8ad256b7c5b15	sha256:a5fa023ea53664754855836aac7fbb3d42588e190e180cfcdc1d9d5a42d3ac45
REQ-PER-001	AC-PER-002	4df6fb1:architecture-requirements.md:123	### REQ-PER-001 — Graphから導く順序	- AC-PER-002: 競合するresource claimを持つEffectが同時にdispatch可能にならない。	sha256:04b78be2e6e89b06d6524b0993cefba7051d0a01f987e6ea6cd8ad256b7c5b15	sha256:f51adf73b2e1be981c814f42014329bf98fda76c9dd1ee4d1502cfb46f39eb87
REQ-PHY-001	AC-PHY-001	4df6fb1:architecture-requirements.md:131	### REQ-PHY-001 — 物理的不確実性を明示する	- AC-PHY-001: カメラまたは再生のテストが、Observed結果を設定せずAssumed結果を保てる。	sha256:bc5cd5eea94716f96e0b4515e45ca6de5d70897bf42c51f0cfddd469368f59a9	sha256:1a554161a059d40ed9dc8a837dbce5b6bf3bfacabe93135b6914e78a2228a555
REQ-PHY-001	AC-PHY-002	4df6fb1:architecture-requirements.md:132	### REQ-PHY-001 — 物理的不確実性を明示する	- AC-PHY-002: Recoveryが、明示的なPolicyまたは照合手順なしにOutcomeUnknownの物理Effectを自動再試行しない。	sha256:bc5cd5eea94716f96e0b4515e45ca6de5d70897bf42c51f0cfddd469368f59a9	sha256:4e839ae5f28025924cc1fa3d18bb5f79202ce782e5634b7a6a34fa8eede2ec3c
REQ-PHY-002	AC-PHY-003	4df6fb1:architecture-requirements.md:140	### REQ-PHY-002 — 暫定WorkingTime	- AC-PHY-003: ClockPortに従い、依存Effectが宣言したDurationとmarginが経過する前はnot-readyのままである。	sha256:527ca7befca06330ad5451fd3356615122d19ab7b95e2efcdb145204f0d47efe	sha256:2776cf04491396aa15919aea4b1978500be4f0df8ec21c8c702e9ea2f669c46f
REQ-PHY-002	AC-PHY-004	4df6fb1:architecture-requirements.md:141	### REQ-PHY-002 — 暫定WorkingTime	- AC-PHY-004: Durationの経過が、観測済みデバイス完了ではなくAssumed timing resultを生む。	sha256:527ca7befca06330ad5451fd3356615122d19ab7b95e2efcdb145204f0d47efe	sha256:e3bd42bf1bbc0a7e968a08555e0c05bf6e65b2b372d1becf2afd7d66f699815b
REQ-PHY-002	AC-PHY-005	4df6fb1:architecture-requirements.md:142	### REQ-PHY-002 — 暫定WorkingTime	- AC-PHY-005: Effectがqueue中で`EffectExecutionStarted`を受理していない間は、ClockPortを進めてもExpectedActionDurationを消費しない。	sha256:527ca7befca06330ad5451fd3356615122d19ab7b95e2efcdb145204f0d47efe	sha256:adfcdeef05e5eb12f37bb67ae2c1aa57839aa2c13180d8903fc7eb1df21ab1c9
REQ-PHY-002	AC-PHY-006	4df6fb1:architecture-requirements.md:143	### REQ-PHY-002 — 暫定WorkingTime	- AC-PHY-006: `EffectExecutionStarted`がないfixtureは、timerに基づくAssumed readinessを生まない。	sha256:527ca7befca06330ad5451fd3356615122d19ab7b95e2efcdb145204f0d47efe	sha256:24d1c109590fb8829f890f1543a6af4fc87c22929661f9d7bd079c844f290423
REQ-PHY-003	AC-PHY-007	4df6fb1:architecture-requirements.md:153	### REQ-PHY-003 — 要求移動、姿勢、校正を分離する	- AC-PHY-007: 相対移動要求の結果が、根拠なしの絶対poseを作らない。	sha256:9efee70b91f1a751352b061ec7cf59cbece8ebb09a354874a6bd288945d3489e	sha256:25d4175bae06087b730e1bbee0f563b2a7af244724b3c66c0deac82af94f6cb9
REQ-PHY-003	AC-PHY-008	4df6fb1:architecture-requirements.md:154	### REQ-PHY-003 — 要求移動、姿勢、校正を分離する	- AC-PHY-008: calibration成功fixtureが現在poseのObserved事実を作らない。	sha256:9efee70b91f1a751352b061ec7cf59cbece8ebb09a354874a6bd288945d3489e	sha256:7c618822e4b8e724960c8c0e1b8eb20edec94100da45ff04a275bbe06100cfd3
REQ-PHY-003	AC-PHY-009	4df6fb1:architecture-requirements.md:155	### REQ-PHY-003 — 要求移動、姿勢、校正を分離する	- AC-PHY-009: Assumed結果を前提とするGraph edgeが、許可Policyなしではreadyにならない。	sha256:9efee70b91f1a751352b061ec7cf59cbece8ebb09a354874a6bd288945d3489e	sha256:05822bc275f6ab945333de3744f3124370e34e20273729ed8b247b075e83b5f8
REQ-CFG-001	AC-CFG-001	4df6fb1:configuration-requirements.md:13	### REQ-CFG-001 — 設定の役割、Layer、出所を分離する	- AC-CFG-001: Linux適合試験が、config、data／Workspace、state、cache、runtimeの各データを対応する五つのXDG rootへ分離し、同じ書込先へ混在させないことを示す。secretはXDG rootとして数えず、configから参照するdistinct secret storage boundaryに置き、平文値が`config.toml`、Event、Projection、journal、通常logにないことを示す。	sha256:cde8a95ec9d2337fa3c6ee4b612fbd3daf2e9a9490e1c215bdfe642e08b7db7c	sha256:1c8cc3caa5e646551291ddda0c92c6511b9bbe4812f2f56a3b4df8dd1b232c34
REQ-CFG-001	AC-CFG-002	4df6fb1:configuration-requirements.md:14	### REQ-CFG-001 — 設定の役割、Layer、出所を分離する	- AC-CFG-002: schema fixtureが、型、既定値、validation、secret、read-only、apply modeを持つ設定定義により、正しい`config.toml`を受理し、不正な型または未知の必須値を拒否する。	sha256:cde8a95ec9d2337fa3c6ee4b612fbd3daf2e9a9490e1c215bdfe642e08b7db7c	sha256:a8ee85b1d7c2f3ab4f178aaf4d5c26330ab0de6ff41b7ca0c44daefe9a435038
REQ-CFG-001	AC-CFG-003	4df6fb1:configuration-requirements.md:15	### REQ-CFG-001 — 設定の役割、Layer、出所を分離する	- AC-CFG-003: Layer競合fixtureが定義済み優先順位で一つの実効値を選び、値、採用Layer、元ファイルまたはoverride種別をsecretなしで診断表示する。	sha256:cde8a95ec9d2337fa3c6ee4b612fbd3daf2e9a9490e1c215bdfe642e08b7db7c	sha256:470dc7a4951fc7330ee862587a8118f4a2ce9903d2c3073fab742de2d6586eb2
REQ-CFG-002	AC-CFG-004	4df6fb1:configuration-requirements.md:23	### REQ-CFG-002 — 設定変更を検証し、原子的に適用する	- AC-CFG-004: Web変更fixtureがUpdateConfiguration Command、schema／安全検証、原子的保存、ConfigurationChanged Eventの順に境界を通り、Web Adapterから直接filesystem更新を行わない。	sha256:486c3a473fd74a06945038b65d948f87765e3d158b3a46c3419ab20f32f04a05	sha256:cbd8c8e7a3c193608cdf71ff5bba54f58dfef2a119655f679a1da9002fa49dbe
REQ-CFG-002	AC-CFG-005	4df6fb1:configuration-requirements.md:24	### REQ-CFG-002 — 設定変更を検証し、原子的に適用する	- AC-CFG-005: 保存失敗または検証失敗を注入しても、再読込後に以前の完全な設定が有効であり、部分書込みを残さない。	sha256:486c3a473fd74a06945038b65d948f87765e3d158b3a46c3419ab20f32f04a05	sha256:4fe52c7ff11e0b3067d88c753fcfbf0bd60b949283fe848f1eda0d814cb644c1
REQ-CFG-002	AC-CFG-006	4df6fb1:configuration-requirements.md:25	### REQ-CFG-002 — 設定変更を検証し、原子的に適用する	- AC-CFG-006: 各apply modeのfixtureが、変更前後、反映方法、必要な再起動範囲をProjectionへ示し、指定範囲を越えて再起動しない。	sha256:486c3a473fd74a06945038b65d948f87765e3d158b3a46c3419ab20f32f04a05	sha256:78ebc32ad7ade4c42bdc6c7e95bb7ea33d084493a7edb2b2c9adc1aeca66eb50
REQ-CFG-003	AC-CFG-007	4df6fb1:configuration-requirements.md:33	### REQ-CFG-003 — Upgradeでユーザー資産を保護する	- AC-CFG-007: 利用者変更済みWorkspaceを持つUpgrade fixtureが、配布Defaultを更新しても利用者ファイルの内容と所有関係を保持する。	sha256:c238d015ec05a773bc9791e2427c7d0102fc19dca10be0387d4e588fba0565b4	sha256:58980a07783c91c4b2422b2761980701325d933a166743cee8373400781815b1
REQ-CFG-003	AC-CFG-008	4df6fb1:configuration-requirements.md:34	### REQ-CFG-003 — Upgradeでユーザー資産を保護する	- AC-CFG-008: migration失敗fixtureが以前の利用可能な設定または復旧点を保持し、部分移行を有効状態として公開しない。	sha256:c238d015ec05a773bc9791e2427c7d0102fc19dca10be0387d4e588fba0565b4	sha256:aec258b9f97ec6eb098e77120b5b99436e4300f8213ffda9323fbaa02178f1ee
REQ-CFG-004	AC-CFG-009	4df6fb1:configuration-requirements.md:52	### REQ-CFG-004 — Capability配置を論理モードとして選択する	- AC-CFG-009: 同じCapability契約をlocal-managed、remote、disabledへ切り替えるfixtureが、domain Rule／Transitionを変更せず異なるBootstrap bindingを作る。	sha256:d85f83a0687e97b87e4767658c45b5e7de41662049b618472af9c226b9493022	sha256:b4943a3f20ec3f03d9fe1bd6c39fceebccdb57ee2cc818fa8ffbdb17f95bf38c
REQ-CFG-004	AC-CFG-010	4df6fb1:configuration-requirements.md:53	### REQ-CFG-004 — Capability配置を論理モードとして選択する	- AC-CFG-010: remote能力照合fixtureが、期待するAPI versionまたは能力を欠くendpointを型付きmismatch/rejection/Failureとして返し、暗黙に互換扱いまたは別mode/Providerへの自動fallbackをしない。	sha256:d85f83a0687e97b87e4767658c45b5e7de41662049b618472af9c226b9493022	sha256:d5b640f71d53fdfb3e63beb4b67544ebc19e25559f62eb2fe99e8067aa5534fa
REQ-CFG-004	AC-CFG-011	4df6fb1:configuration-requirements.md:54	### REQ-CFG-004 — Capability配置を論理モードとして選択する	- AC-CFG-011: local-managedの配備fixtureが、対応version、license情報、取得物checksum、health結果を提示し、UninstallまたはUpgradeでユーザーデータを既定削除しない。container runtimeがなくても適合可能である。	sha256:d85f83a0687e97b87e4767658c45b5e7de41662049b618472af9c226b9493022	sha256:b8fecc5808ffc0e3d0c750d3688ce67316d68475d079399332ee3deaff5a301b
REQ-CFG-004	AC-CFG-012	4df6fb1:configuration-requirements.md:55	### REQ-CFG-004 — Capability配置を論理モードとして選択する	- AC-CFG-012: installation fixtureがserverごとにservice/capabilityを個別選択し、全Y2 serverを自動installせず、Codexを公式installerから扱いbundleしないことを示す。	sha256:d85f83a0687e97b87e4767658c45b5e7de41662049b618472af9c226b9493022	sha256:4005eb4268942cccfb24ed03f95948cd22153ecdbb170702e2e9af72ad6f6a8a
REQ-CFG-004	AC-CFG-013	4df6fb1:configuration-requirements.md:56	### REQ-CFG-004 — Capability配置を論理モードとして選択する	- AC-CFG-013: `local-managed`、`remote`、`disabled`とProvider routeの変更fixtureがactive Interactionをrebindせず次Interactionからだけ反映し、利用不能時に別mode/Providerへの自動fallbackをしないことを示す。	sha256:d85f83a0687e97b87e4767658c45b5e7de41662049b618472af9c226b9493022	sha256:d349b7d1abb8d1866fe583c4d488720ab31f76030e20a11eea47e3d9db0f02fd
REQ-CFG-004	AC-CFG-014	4df6fb1:configuration-requirements.md:57	### REQ-CFG-004 — Capability配置を論理モードとして選択する	- AC-CFG-014: deployment matrix fixtureが、Codex app-serverをY2 Agent host上の公式installer由来long-lived capabilityとして検証し、stdio/Unix socket候補以外の初期remote/WSをtyped unsupported Failureにする。OpenAIはCodex経由remote route、Hoshikage/Ollamaは選択host local-managed/LAN-Tailscale remote/disabled、その他各adapterは対応範囲のlocal-managed/remote/disabledとして個別bindingする。全行のendpoint/binding/health/version/credential readinessと、disabled/unsupported/未ready依存Behaviorのtyped Failure、全service非自動install、SkillCreator/Search/FetchがY2 installable Behavior/pluginでないことを示す。	sha256:d85f83a0687e97b87e4767658c45b5e7de41662049b618472af9c226b9493022	sha256:2a261336f3ede442a89ee469d507aa51939f501160c03ed50a3889cd75d65e3c
REQ-CFG-004	AC-CFG-015	4df6fb1:configuration-requirements.md:58	### REQ-CFG-004 — Capability配置を論理モードとして選択する	- AC-CFG-015: config fixtureがSemanticMemory通常取得の`recent=0`/`semantic=3`、Provider routeのContextContinuity能力、ThinkingNoticeの文言/有効無効、Owner standing delegation、Skill単位grant、TC70/C210 device profileを型検証し、変更を次Interactionまたは宣言apply modeから適用する。active Effect/Skill executionへ新versionを遡及適用せず、secret本文を表示しない。	sha256:d85f83a0687e97b87e4767658c45b5e7de41662049b618472af9c226b9493022	sha256:5981d9f4c58f478c7276aef55fb232b12be35125d87eccf66f222e409ba74d93
REQ-OPS-001	AC-OPS-001	4df6fb1:operational-requirements.md:17	### REQ-OPS-001 — Yatagarasu 1の分離	- AC-OPS-001: リリースまたは配備チェックリストがYatagarasu 2の独立環境を示し、Yatagarasu 1本番環境を対象から除外する。	sha256:1667c2a6b0afffa03bcc9617e4f9bcb14494e705703fe1cf037e2733db2df3f7	sha256:f1e28119ae54f38ef359f768e3b117ff7aea0ce28f2e8a64def85edd7148c51e
REQ-OPS-001	AC-OPS-028	4df6fb1:operational-requirements.md:18	### REQ-OPS-001 — Yatagarasu 1の分離	- AC-OPS-028: TC70実機試験fixtureが、Y1 handle/session解放、排他確認、bounded test window、Y2 abort cleanup、Y1再接続/機能復帰を相関して記録し、排他障壁前または失敗後にY2 Effectをdispatchしない。Y1のrepository、runtime、設定、dataへY2資産を書き込まない。	sha256:1667c2a6b0afffa03bcc9617e4f9bcb14494e705703fe1cf037e2733db2df3f7	sha256:9379aa7e7ec138e909f5821ef28ed070d44fbdd2533fccd28b8c956cfbe0520c
REQ-OPS-002	AC-OPS-002	4df6fb1:operational-requirements.md:26	### REQ-OPS-002 — 初期永続化のSource of Truth	- AC-OPS-002: fixtureにおいて、commit済みsnapshotからのrestart再構築が同じdomain Stateを保つ。	sha256:2972987aec58b3c2260458f3a5025b18c152c0ebd3eb5c7e035642e51227fdb6	sha256:0cf01d7aef4a11d685e4a16bb62e81e396058f42ede8bffeb577bde28a25a160
REQ-OPS-002	AC-OPS-003	4df6fb1:operational-requirements.md:27	### REQ-OPS-002 — 初期永続化のSource of Truth	- AC-OPS-003: fixtureのjournal/Projection replayがAdapter dispatchを一切起こさない。	sha256:2972987aec58b3c2260458f3a5025b18c152c0ebd3eb5c7e035642e51227fdb6	sha256:9d37e3d505ac36478311042694b01494cdd778d4185628b5e8390afa76085dc7
REQ-OPS-003	AC-OPS-004	4df6fb1:operational-requirements.md:35	### REQ-OPS-003 — dispatch可能な仕事を永続化する	- AC-OPS-004: commit後かつdispatch前の停止を模擬しても、Recovery可能な永続pending recordが残る。	sha256:ce2cbb74299e8394c3d2e86d6bd6904170997d94e1c53445e06f9a465efef4d7	sha256:687224ec0b89bdfc12c316615b4d5b39046ae243436c04fff06eaa058d5b240b
REQ-OPS-003	AC-OPS-005	4df6fb1:operational-requirements.md:36	### REQ-OPS-003 — dispatch可能な仕事を永続化する	- AC-OPS-005: dispatcherが、永続pending recordを持たないready Effectを拒否する。	sha256:ce2cbb74299e8394c3d2e86d6bd6904170997d94e1c53445e06f9a465efef4d7	sha256:235cf0a1ae1687abb44a3f9a283fdc94ff15eb35711ed1077a897be72dce08d7
REQ-OPS-003	AC-OPS-006	4df6fb1:operational-requirements.md:37	### REQ-OPS-003 — dispatch可能な仕事を永続化する	- AC-OPS-006: fixtureのRecoveryが、選択されたidempotency/照合Policyのもとでpending recordを一度dispatchし、journal replayをside effectの源にしない。	sha256:ce2cbb74299e8394c3d2e86d6bd6904170997d94e1c53445e06f9a465efef4d7	sha256:8d9847db3883df8f60f048bd057c7a111d792be6f4fcce85a72c4efa3d237968
REQ-OPS-004	AC-OPS-007	4df6fb1:operational-requirements.md:45	### REQ-OPS-004 — 初期non-streaming音声再生の開始・仮定完了・取消結果	- AC-OPS-007: playback fixtureが、単調durationとmarginの経過後にだけAssumed completionを生む。	sha256:4b2ea11c66c79cbeb098ee509ff288ff54852da17004cf0375280bdcef9126b0	sha256:3a3536cac4f2ed73751a9295acad64d26e72638de42c68b2aeb71f3cabf20d88
REQ-OPS-004	AC-OPS-008	4df6fb1:operational-requirements.md:46	### REQ-OPS-004 — 初期non-streaming音声再生の開始・仮定完了・取消結果	- AC-OPS-008: cancellation fixtureが、観測がない限りObserved playback stopを主張せず、選ばれたcancel結果を記録する。	sha256:4b2ea11c66c79cbeb098ee509ff288ff54852da17004cf0375280bdcef9126b0	sha256:06217754b26ebbd7f38a92d5729196fa690d69472ceae005d1c416234a33dbae
REQ-OPS-004	AC-OPS-010	4df6fb1:operational-requirements.md:47	### REQ-OPS-004 — 初期non-streaming音声再生の開始・仮定完了・取消結果	- AC-OPS-010: playback fixtureは`EffectExecutionStarted`の受理前にqueue時間を経過させてもaudio durationを消費しない。	sha256:4b2ea11c66c79cbeb098ee509ff288ff54852da17004cf0375280bdcef9126b0	sha256:42d3512856592e2ef76cab31f464cd4d6e17603e4e243375621d768a2d187255
REQ-OPS-004	AC-OPS-011	4df6fb1:operational-requirements.md:48	### REQ-OPS-004 — 初期non-streaming音声再生の開始・仮定完了・取消結果	- AC-OPS-011: `EffectExecutionStarted`を返さないplayback fixtureはtimerベースのAssumed completionを生まない。	sha256:4b2ea11c66c79cbeb098ee509ff288ff54852da17004cf0375280bdcef9126b0	sha256:f38838600ffcf343e585e6b85ab42fb3f637f84d04d27d9189e8aa07eca1c976
REQ-OPS-006	AC-OPS-012	4df6fb1:operational-requirements.md:60	### REQ-OPS-006 — durableな取消と遅延結果	- AC-OPS-012: durable cancel/restart fixtureがrevoked pending recordを復元し、dispatcherがそれをdispatchしない。	sha256:400e83ee8538b7907cbb67a99083f3a6224d1ea5e47c2c3ef12e0d96f12358cd	sha256:8e5df59dda5b4d0b0ea86261bcd3e2700e8b75c3733a109f4f07fddb2fbe33e9
REQ-OPS-006	AC-OPS-013	4df6fb1:operational-requirements.md:61	### REQ-OPS-006 — durableな取消と遅延結果	- AC-OPS-013: dispatched moveの取消fixtureが下流をrevokedにし、遅い物理結果を記録する。	sha256:400e83ee8538b7907cbb67a99083f3a6224d1ea5e47c2c3ef12e0d96f12358cd	sha256:e3ce6e72fef26c0b152542dbe1be50f9b2745382f81fc3c3226d0149e2d3b634
REQ-OPS-006	AC-OPS-014	4df6fb1:operational-requirements.md:62	### REQ-OPS-006 — durableな取消と遅延結果	- AC-OPS-014: cancel後に届いたProposalまたは未対応のplayback stopが、承認済み仕事または架空の停止観測を作らない。	sha256:400e83ee8538b7907cbb67a99083f3a6224d1ea5e47c2c3ef12e0d96f12358cd	sha256:216dcb007a16e3239439fe622d62d2294b93b286d1bb5d16a86aa09d2d0afd5b
REQ-OPS-006	AC-OPS-019	4df6fb1:operational-requirements.md:63	### REQ-OPS-006 — durableな取消と遅延結果	- AC-OPS-019: table-driven fixtureが、LLM、pending TTS、開始済みnon-streaming playbackの各supported targetへ別々のcancel Effect/requestを作り、unsupported targetにはstopを捏造しないこと、cancel結果Eventがphysical outcomeと別であることを示す。	sha256:400e83ee8538b7907cbb67a99083f3a6224d1ea5e47c2c3ef12e0d96f12358cd	sha256:4deadaaf4bb40e20b020fd20f00fcd6c7c9b3a5ab9f230926356086eaccbbdc4
REQ-OPS-007	AC-OPS-015	4df6fb1:operational-requirements.md:74	### REQ-OPS-007 — 通知は方針と結果Eventで扱う	- AC-OPS-015: silent fixtureが内部の完了・Failure Projectionを残し、notification Effectだけを作らない。	sha256:30ea336e0ecf9477f4fc20a16b28c6bf0dca0acf367aa4a350544bb3832e06cf	sha256:205d0456b8ade1c290cada6edc2f3dad633011e00b5c995654e8a440a87f2b71
