Obligation ID	Parent AC	Package ID	Tranche ID	Canonical storage ref	Obligation meaning SHA-256	Joint group	Parent contribution	Design IDs	Proof type	Negative case	Target scope	Accounting	Design	Proof	Blocker
DO-CFG-080	AC-CFG-009	WP-07	TR-PILOT-ABC	docs/system-design/slices/03-configuration-capability.md::DO-CFG-080	sha256:f56c6729ccca89082ad2e7275b7eee5da6f5e694908ffd2353deb40891a16c5b	JG-CFG-CANDIDATE-PROFILE-OWNER	partial	SD-CTX-RCP-001, SD-STA-RCP-001, SD-EVT-RCP-001, SD-EVT-RCP-002, SD-RUL-RCP-001, SD-RUL-RCP-002, SD-RUL-RCP-003, SD-TRN-RCP-001, SD-TRN-RCP-002, SD-TRN-RCP-003, SD-TRN-RCP-004, SD-PER-RCP-001	pure/architecture/concurrency/crash-recovery	AdapterがProfile/proof変更、evidenceなしPassing、missing/stale/Blocked refでstaging/activation、generationだけ/useだけcommit、Retired/Rejected/Quarantined前release、Acquired use中GC	Runtime candidate probe Profile ownership/use	accounted-for	designed	planned	—
DO-CFG-081	AC-CFG-009	WP-07	TR-PILOT-ABC	docs/system-design/slices/03-configuration-capability.md::DO-CFG-081	sha256:9d1d79a2372a7d59a88139e51df6bcd9cb4735ed106c9d82532873b1668f172c	JG-CFG-CANDIDATE-PROFILE-INGRESS	partial	SD-MOD-RCP-001, SD-CMD-RCP-001, SD-CMD-RCP-002, SD-EVT-RCP-003, SD-EVT-RCP-004, SD-RUL-RCP-004, SD-RUL-RCP-005, SD-TRN-RCP-005, SD-PER-RCP-002, SD-PER-RCP-003, SD-PRT-RCP-001	pure/contract/architecture/concurrency/crash-recovery	Web/API runtime approval、Adapter/Skill/LLM自己申告、未認証CLI、seed一部適用、証拠なしPassing、同一idempotency key異digest、crash後のProfile/proof/ledger部分commit	RCP Profile/proof ingressと初期provisioning	accounted-for	designed	planned	—
DO-CFG-082	AC-CFG-010	WP-07	TR-PILOT-ABC	docs/system-design/slices/03-configuration-capability.md::DO-CFG-082	sha256:9824c210f4a7e907c002c6fd4e9baaf07deb2abe1186b6382b1a938d555e8e06	JG-CFG-RUNTIME-KNOWN-FAILURE	partial	SD-RUL-RBI-009, SD-RUL-RBI-010, SD-EVT-RBI-008, SD-EVT-RBI-009, SD-EFX-RBI-008, SD-PER-RBI-005, SD-PER-RBI-006, SD-PER-RBI-003, SD-TRN-CFG-003, SD-EVT-CFG-004, SD-RUL-RCP-003, SD-TRN-RCP-003	pure/contract/concurrency/crash-recovery	M applied/P known-negativeで即時use/slot lease解放して外部runtimeをorphan化、cleanup proofなしRejected、candidate/use/custody/Occurrence/generation lease/slot lease/CFG stepの部分終端、old effective/snapshot変更、OutcomeUnknownをReleased、duplicate再適用、late resultで復活、複数failed candidateがcleanup identity共有	normal Runtime candidate known-failureとcleanup terminal	accounted-for	designed	planned	—
DO-CFG-083	AC-CFG-010	WP-07	TR-PILOT-ABC	docs/system-design/slices/03-configuration-capability.md::DO-CFG-083	sha256:43a0e30f5cde4b69b643204982f885ff074aa85abc98ee679c8a3065427f954a	JG-CFG-CANDIDATE-CARDINALITY	partial	SD-MOD-RBI-001, SD-PRF-RBI-001, SD-RUL-RBI-008, SD-EVT-RBI-010, SD-PER-RBI-007, SD-PER-CFG-004, SD-PER-RBI-005, SD-PER-RBI-006, SD-PER-RBI-003, SD-MOD-EXE-001, SD-RUL-EXE-002, SD-TRN-EXE-010	pure/architecture/concurrency/crash-recovery	valid Profile後のfirst admission不能、missing/Superseded/Blocked/mismatch Profileからslot自動生成、同じAbsent keyの並行生成で二holder、replayでslot再作成、QuarantinedをAbsent扱い、cleanup/Recovery/StagedReady中の二重candidate、slot/generation/RCP use/Graph/lease部分admission、M/P/K/Q/Rのslot lease欠落、admission/terminal/profile-supersede race、証明なしmulti-candidate	Capability candidate slot lazy creation/cardinality/resource isolation	accounted-for	designed	planned	—
DO-CNV-001	AC-CNV-001	WP-05	TR-PILOT-ABC	docs/system-design/slices/02-finite-conversation.md::DO-CNV-001	sha256:0cd82febe66a043bc4dfa33baa5e077e725022f7f53ff2792161a8a47d265b5f	JG-CNV-E2E	full	SD-GPH-CNV-001, SD-RUL-CNV-002, SD-PRJ-CNV-001	integration	複数入力、Presentation重複、Home未復帰	初期有限会話	accounted-for	designed	planned	—
DO-CNV-002	AC-CNV-002	WP-05	TR-PILOT-ABC	docs/system-design/slices/02-finite-conversation.md::DO-CNV-002	sha256:f253f25d03950e5a036b8fa641656e5927f6c7576e1ea93c4acb6632d7e40a0b	JG-CNV-ADMISSION	full	SD-RUL-INT-001	pure	Policy拒否をfallback	共通	accounted-for	designed	planned	—
DO-CNV-003	AC-CNV-003	WP-05	TR-PILOT-ABC	docs/system-design/slices/02-finite-conversation.md::DO-CNV-003	sha256:dffdb51964ecab0561ba4ffd49ad6c40a1480407f22397bf630f51fb4f8c1857	JG-CNV-ISOLATION	full	SD-STA-CNV-001, SD-STA-AGT-001, SD-GPH-CNV-001	integration	次Interactionが旧Graph/cancelを再利用	共通	accounted-for	designed	planned	—
DO-CNV-004A	AC-CNV-004	WP-05	TR-PILOT-ABC	docs/system-design/slices/02-finite-conversation.md::DO-CNV-004A	sha256:f57a3ea6bd4563fb71110b65d40290bf88b694ec4613ed74e1f07dd14d9c3008	JG-CNV-TERMINAL	full	SD-RUL-CNV-002, SD-EFX-OUT-001, SD-EFX-MEM-002	pure/integration	publish/save前Home	初期有限会話	accounted-for	designed	planned	—
DO-CNV-004B	AC-CNV-004	WP-05	TR-PILOT-ABC	docs/system-design/slices/02-finite-conversation.md::DO-CNV-004B	sha256:53782c01901184f0fcfbf8d24bc32bc82fd58dd8f105023430c19d67e1a1396d	JG-CNV-TERMINAL	full	SD-EFX-AUD-001, SD-REC-CNV-001	integration	heard完了待ち、OutcomeUnknown放置	初期音声	accounted-for	designed	planned	—
DO-CNV-004C	AC-CNV-004	WP-05	TR-PILOT-ABC	docs/system-design/slices/02-finite-conversation.md::DO-CNV-004C	sha256:eb1fa8cd08bd1ca1b710955ccf87ca50b87213036a75346421a1afcce7a1bb43	JG-CNV-TERMINAL	full	SD-GPH-CNV-001, SD-RUL-CNV-004, SD-REC-OUT-001, SD-PER-CNV-001	integration/crash-recovery	Agent失敗・timeout・Projection commit失敗で永久Active	初期有限会話	accounted-for	designed	planned	—
DO-CNV-005B	AC-OPS-024	WP-08	TR-PILOT-ABC	docs/system-design/slices/02-finite-conversation.md::DO-CNV-005B	sha256:18a8ff331531073e888821e21d19d4c9009fbbf8ac779e8c70f6e3a48d7a6f0d	JG-CNV-RECOVERY-CUSTODY	partial	SD-EVT-EXE-005, SD-RUL-EXE-003, SD-TRN-EXE-010, SD-TRN-EXE-011, SD-TRN-EXE-012, SD-PER-EXE-004, SD-PER-EXE-005, SD-EVT-AGT-014, SD-TRN-AGT-011, SD-REC-AGT-001	concurrency/crash-recovery	custody移管/出口の部分commit、StillUnknownでrelease、二回目Recovery attempt、BindingだけTerminalでUse/custodyがRecovery残留、late結果でcurrent turn変更	Agent Recovery custody	accounted-for	designed	planned	—
DO-CNV-006A	AC-AGT-001	WP-06	TR-PILOT-ABC	docs/system-design/slices/02-finite-conversation.md::DO-CNV-006A	sha256:7f6c715342d529fd1f0cfe6568c860f307ef5b62603abbb2a507f87433c0c4d1	JG-CNV-AGENT-RUNTIME	full	SD-MOD-RBI-002, SD-EFX-AGT-007, SD-EVT-AGT-007, SD-RUL-AGT-007, SD-TRN-AGT-007	contract/integration	RuntimeControl payloadでCodex probe結果を代用、fresh probeなしでready	Codex app-server runtime	accounted-for	designed	planned	—
DO-CNV-006B	AC-AGT-003	WP-06	TR-PILOT-ABC	docs/system-design/slices/02-finite-conversation.md::DO-CNV-006B	sha256:7959644f1de3d11296fabe7df71c0201cfd043e414383574c157fe2eeb585e6c	JG-CNV-AGENT-BINDING	full	SD-PER-AGT-001, SD-PER-AGT-002, SD-EVT-AGT-008, SD-TRN-AGT-008	concurrency/crash-recovery	DAT transferなしのAgent dispatch、AGT/EXE/BindingUseの部分commit、Home時のuse解放漏れ	Agent turn binding	accounted-for	designed	planned	—
DO-CNV-006C	AC-SKL-002	WP-06	TR-PILOT-ABC	docs/system-design/slices/02-finite-conversation.md::DO-CNV-006C	sha256:70855aa046a34967ff3767c58a8b0fa67613d1167795b82fd59c399bc36c3ace	JG-CNV-TOOL-AUTH	partial	SD-PER-TOL-001, SD-RUL-TOL-002, SD-EFX-TOL-001	concurrency/crash-recovery	失効grant、失効DAT transfer、AUT/DAT/EXEの部分commit、Agent requestへSkill grantを誤要求	Tool dispatch authorization	accounted-for	designed	planned	—
DO-CNV-007A	AC-AGT-003	WP-06	TR-PILOT-ABC	docs/system-design/slices/02-finite-conversation.md::DO-CNV-007A	sha256:e8e2f2e7ed5eebe4a89a223e70d9040b1925e55a7b8081d76daa847c02a605e5	JG-CNV-AGENT-RECOVERY	full	SD-GPH-AGT-001, SD-EFX-AGT-009, SD-EFX-AGT-010, SD-EVT-AGT-009, SD-EVT-AGT-010, SD-EVT-AGT-014, SD-RUL-AGT-009, SD-TRN-AGT-009, SD-TRN-AGT-011	concurrency/crash-recovery	crash-before-external-IDをnew turnで再送、runtime Probe queryをAgentTurn queryに流用、Q/Rの二回目attempt、StillUnknown後にBinding/Useを非終端、late resultをcurrent turnへ適用	Agent turn Recovery	accounted-for	designed	planned	—
DO-CNV-007B	AC-AGT-004	WP-06	TR-PILOT-ABC	docs/system-design/slices/02-finite-conversation.md::DO-CNV-007B	sha256:ed3a6ddf23dcc45d898a394fa79460b711277e2ecaae14188db202802814f575	JG-CNV-AGENT-CANCEL	full	SD-EFX-AGT-003, SD-EVT-AGT-003, SD-GPH-AGT-001, SD-PER-EXE-004, SD-PER-EXE-005	concurrency/crash-recovery	stale cancel送信、cancel受付をturn未実行と推定、cancel OutcomeUnknownでlease解放	Agent cancel Recovery	accounted-for	designed	planned	—
DO-CNV-007C	AC-AGT-007	WP-06	TR-PILOT-ABC	docs/system-design/slices/02-finite-conversation.md::DO-CNV-007C	sha256:aa04def4e678b037dc39979aa207935a10aa45ee6e12326d93d36c60e10b9d1c	JG-CNV-THREAD-RESET-RECOVERY	full	SD-GPH-AGT-002, SD-EFX-AGT-011, SD-EFX-AGT-012, SD-EFX-AGT-013, SD-EVT-AGT-011, SD-EVT-AGT-012, SD-EVT-AGT-013, SD-EVT-AGT-015, SD-EVT-AGT-016, SD-RUL-AGT-010, SD-RUL-AGT-011, SD-TRN-AGT-010, SD-TRN-AGT-012, SD-TRN-AGT-013, SD-PER-AGT-003	concurrency/crash-recovery	reset不明時に暗黙new Thread、Q/Rを再attempt、StillUnknownでbarrier非終端、DefinitelyNotAppliedで旧Thread自動復活または同operation再送、Owner明示restartなしでfresh barrier、prior barrier上書き、current refだけ更新、旧late結果をcurrent replacementへ適用	Thread reset barrier MapとRecovery	accounted-for	designed	planned	—
DO-CNV-007D	AC-OPS-006	WP-08	TR-PILOT-ABC	docs/system-design/slices/02-finite-conversation.md::DO-CNV-007D	sha256:34a88752333a1e019aadad7cb055be5126b277d61d02e96066232490b13c5be7	JG-CNV-TOOL-RECOVERY	partial	SD-GPH-TOL-001, SD-EFX-TOL-002, SD-EFX-TOL-004, SD-EFX-TOL-005, SD-EVT-TOL-002, SD-EVT-TOL-004, SD-EVT-TOL-005, SD-EVT-TOL-006, SD-RUL-TOL-003, SD-TRN-CNV-005, SD-TRN-CNV-006	concurrency/crash-recovery	journal replayからtool再実行、queryを新tool実行へ変換、Q/Rの二回目attempt、StillUnknownでToolRecovery非終端または資源再利用、late successで次Agentをready化	Tool operation Recovery	accounted-for	designed	planned	—
DO-CNV-008A	AC-OPS-024	WP-08	TR-PILOT-ABC	docs/system-design/slices/02-finite-conversation.md::DO-CNV-008A	sha256:267c80ca9cd41dbeecf3206a6ecd97bbba3a46f003001033934295669a0a0ba9	JG-CNV-RESUME-LINEAGE	partial	SD-MOD-EXE-003, SD-RUL-EXE-004, SD-TRN-EXE-013, SD-RUL-EXE-005, SD-EVT-EXE-007, SD-TRN-EXE-014, SD-PER-EXE-006	pure/concurrency/crash-recovery	replacementが旧subject/generation再利用、resume requestだけClaimed、Resume専用dispatch、normal claimがrequestを変更しない	Resume lineageとnormal claim接続	accounted-for	designed	planned	—
DO-CNV-008B	AC-OPS-024	WP-08	TR-PILOT-ABC	docs/system-design/slices/02-finite-conversation.md::DO-CNV-008B	sha256:c42db4b622a1a89b8f921bdd742eee3a70941d40f395182ba2cc2d3310671256	JG-CNV-MULTI-RESUME	partial	SD-EVT-CNV-004, SD-RUL-CNV-006, SD-TRN-CNV-008, SD-PER-CNV-002, SD-STA-CNV-001	pure/concurrency/crash-recovery	Qualia一件keyで二回目resume拒否、明示progressなしcheckpoint、completed Agent node再実行、旧subject late progressで新checkpoint	同一有限Qualiaの複数resume generation	accounted-for	designed	planned	—
DO-CNV-008C	AC-OPS-006	WP-08	TR-PILOT-ABC	docs/system-design/slices/02-finite-conversation.md::DO-CNV-008C	sha256:3f3bce0b31229b9b86318f20dfa2a1a75b701537581465e0a14314b2bf04990c	JG-CNV-LINEAGE-CANCEL	partial	SD-MOD-EXE-003, SD-TRN-EXE-004, SD-RUL-EXE-005, SD-PER-EXE-006	pure/concurrency	exact generationだけ取消、取消後resume generation生成、旧resultでreplacement変更	Interaction lineage取消	accounted-for	designed	planned	—
DO-CNV-009A	AC-OPS-004	WP-08	TR-PILOT-ABC	docs/system-design/slices/02-finite-conversation.md::DO-CNV-009A	sha256:3eedfd98206c9c77014bdee3067800847e9c18543da36fa04c8dcf0bc35e60ac	JG-CNV-INITIAL-LINEAGE	partial	SD-PER-CFG-005, SD-EVT-EXE-008, SD-RUL-EXE-006, SD-TRN-EXE-015, SD-PER-EXE-007, SD-PER-CNV-001	concurrency/crash-recovery	CFG useだけ、BRP/IRP useだけ、INT/QLI/CNVだけ、lineage/Graphだけの部分commit、同一admissionで二Graph、異payload replay	有限Conversation initial admission/Graph	accounted-for	designed	planned	—
DO-CNV-009B	AC-OPS-024	WP-08	TR-PILOT-ABC	docs/system-design/slices/02-finite-conversation.md::DO-CNV-009B	sha256:92ca4a58f3b96431c0852ad8003e6d13e3e85cd746181e66e052af42c0cd2197	JG-CNV-RESUME-REJECTION	partial	SD-EVT-EXE-007, SD-MOD-EXE-002, SD-EVT-CNV-005, SD-RUL-CNV-007, SD-TRN-CNV-009, SD-TRN-INT-002, SD-PER-CNV-003	pure/concurrency/crash-recovery	EXE Rejected後にQualia Active+turn Open、LLMによる拒否説明捏造、新checkpoint、CNV/INT/QLI/EXEの部分commit、crash後Home不能	resume claim恒久拒否の有限終端	accounted-for	designed	planned	—
DO-DAT-001B	AC-DAT-001	WP-04	TR-PILOT-ABC	docs/system-design/slices/02-finite-conversation.md::DO-DAT-001B	sha256:61ab5e4fab5865fd2a5d82c0b37983943a22dcd49d2a0304e33dafcab24e90c5	JG-CNV-AUTH	partial	SD-RUL-AGT-005, SD-EFX-DAT-001, SD-EVT-DAT-002, SD-PRT-DAT-001	pure/contract	複合分類の一部許可、失効許可でProvider送信	Conversation/Memory部分	accounted-for	designed	planned	—
DO-EFX-004B	AC-EFX-004	WP-01	TR-PILOT-ABC	docs/system-design/slices/02-finite-conversation.md::DO-EFX-004B	sha256:30256c1a4dff08a77166c467e9961225cfc4c9af253fb6fae8a88c63fbdae275	JG-CNV-EXECUTION	partial	SD-STA-EXE-001, SD-RUL-CNV-003, SD-PER-EXE-001, SD-PER-EXE-002	architecture/integration	Conversation専用dispatcher、共通結果envelope未使用	Pilot B Effect	accounted-for	designed	planned	—
DO-FR-009	AC-FR-009	WP-02	TR-PILOT-ABC	docs/system-design/slices/02-finite-conversation.md::DO-FR-009	sha256:a0395604442ef8270a2c12d3c6999d1f4a8b980da9050494be52a748085cb0be	JG-CNV-QUALIA	full	SD-STA-QLI-001, SD-TRN-QLI-001	pure	Home以外で開始受理	共通	accounted-for	designed	planned	—
DO-FR-010	AC-FR-010	WP-02	TR-PILOT-ABC	docs/system-design/slices/02-finite-conversation.md::DO-FR-010	sha256:7281fcff37a307126d8f74009270131065ea09937f103b0438bca70b66228596	JG-CNV-QUALIA	full	SD-RUL-INT-001	pure	Busy時Effect/queue生成	共通	accounted-for	designed	planned	—
DO-FR-012	AC-FR-012	WP-02	TR-PILOT-ABC	docs/system-design/slices/02-finite-conversation.md::DO-FR-012	sha256:1fafcbdb924f34631829482b854bbb5ccbd7141ec129d3157fa460230e2fc756	JG-CNV-HOME	partial	SD-CMD-QLI-001	contract	音声/Webで別Command	共通Command部分	accounted-for	designed	planned	—
DO-FR-013	AC-FR-013	WP-02	TR-PILOT-ABC	docs/system-design/slices/02-finite-conversation.md::DO-FR-013	sha256:ec0145d2aa911437696c17e709c7625d017be14f59522a29c1aa36506912f261	JG-CNV-HOME	full	SD-RUL-CNV-002, SD-EVT-QLI-001	pure/integration	termination結果圧縮	初期会話	accounted-for	designed	planned	—
DO-MEM-001	AC-MEM-001	WP-06	TR-PILOT-ABC	docs/system-design/slices/02-finite-conversation.md::DO-MEM-001	sha256:f2fab3cbfae3fc51fd20bb28a364332d24a6d7184686a04096c71f19bcd43635	JG-CNV-OWNER	full	SD-CTX-CNV-001, SD-CTX-MEM-001, SD-CTX-AGT-001	architecture	外部AdapterがState変更	共通	accounted-for	designed	planned	—
DO-MEM-002A	AC-MEM-002	WP-06	TR-PILOT-ABC	docs/system-design/slices/02-finite-conversation.md::DO-MEM-002A	sha256:5b916acd8f2d1edbd3efab2a6f8ca75229e270c0133cb4b24acc988ea7a9379f	JG-CNV-SAVE	full	SD-RUL-CNV-001, SD-EFX-MEM-002, SD-STA-MEM-001	pure/integration	raw Proposal/reflex保存	共通	accounted-for	designed	planned	—
DO-MEM-002B	AC-MEM-002	WP-06	TR-PILOT-ABC	docs/system-design/slices/02-finite-conversation.md::DO-MEM-002B	sha256:7083ebc95806179446bd060505882f93ee716fe8670ec5cde6d4761b484f5538	JG-CNV-SAVE	full	SD-EFX-MEM-003, SD-TRN-MEM-003, SD-TRN-MEM-004, SD-TRN-MEM-005, SD-TRN-MEM-006, SD-TRN-MEM-007, SD-TRN-MEM-008, SD-REC-MEM-001	integration	明示save、revocation後save、delete/reset後再注入	共通	accounted-for	designed	planned	—
DO-MEM-003A	AC-MEM-003	WP-06	TR-PILOT-ABC	docs/system-design/slices/02-finite-conversation.md::DO-MEM-003A	sha256:b028747e33717ee7e93cf271e05cea6e6fc68d6e191289f2f244e4725ec5a620	JG-CNV-RECALL	full	SD-STA-MEM-001, SD-RUL-MEM-001	pure	既定件数が0/3でない	通常会話	accounted-for	designed	planned	—
DO-MEM-003B	AC-MEM-003	WP-06	TR-PILOT-ABC	docs/system-design/slices/02-finite-conversation.md::DO-MEM-003B	sha256:268e5b76766a0b68bf9d1473717b09b44d164a963fc14454cda2fdc474f130fb	JG-CNV-RECALL	full	SD-RUL-MEM-002, SD-EVT-MEM-001	pure	semanticをrecentより優先、空とFailure混同	共通	accounted-for	designed	planned	—
DO-MEM-004	AC-MEM-004	WP-06	TR-PILOT-ABC	docs/system-design/slices/02-finite-conversation.md::DO-MEM-004	sha256:b17138b361c61b9b48f2852c0cda6de01955079ea6c0c3365d7b59a882ee3562	JG-CNV-RECALL	full	SD-CMD-INT-002, SD-RUL-INT-001, SD-CMD-MEM-004, SD-GPH-MEM-001, SD-RUL-MEM-001, SD-RUL-MEM-002, SD-PRJ-MEM-001	pure/integration	admission/idempotency迂回、purpose外記憶を現在事実化、失敗時LLM呼出し	明示Recall	accounted-for	designed	planned	—
DO-MEM-005A	AC-MEM-005	WP-06	TR-PILOT-ABC	docs/system-design/slices/02-finite-conversation.md::DO-MEM-005A	sha256:0442003b840c3f93fead2de2b2844e41e46a9db30c83bca017c723bb1436b4e0	JG-CNV-GRAPH	full	SD-GPH-CNV-001, SD-EFX-MEM-001, SD-EFX-DAT-001, SD-RUL-AGT-001	integration	retrieval/content許可確認前Agent dispatch、Adapter隠れI/O	共通	accounted-for	designed	planned	—
DO-MEM-005B	AC-MEM-005	WP-06	TR-PILOT-ABC	docs/system-design/slices/02-finite-conversation.md::DO-MEM-005B	sha256:a99bc12bf05f69c0c96376d605cade0125f59d90bcef6c9c379dc37d70fcfe3f	JG-CNV-CONTINUITY	full	SD-EFX-AGT-001, SD-EFX-AGT-002	contract	Threadなしrouteが継続を主張	共通	accounted-for	designed	planned	—
DO-MEM-005C	AC-MEM-005	WP-06	TR-PILOT-ABC	docs/system-design/slices/02-finite-conversation.md::DO-MEM-005C	sha256:1cf72c4675d2f85ed7323ec4526b3583cd1a21a5da4b9e1791eff6ea2a24f6ac	JG-CNV-FAILURE	full	SD-RUL-MEM-003, SD-EFX-OUT-001	pure/integration	通常会話停止、明示RecallをLLMが捏造	Owner決定済み	accounted-for	designed	planned	—
DO-MEM-006A	AC-MEM-006	WP-06	TR-PILOT-ABC	docs/system-design/slices/02-finite-conversation.md::DO-MEM-006A	sha256:1ffccf2a5c3a3d871527cfefcdce0ecdcd94433821248cd2d4c77e03963d66a2	JG-CNV-RESET	full	SD-CMD-MEM-003, SD-CMD-AGT-001, SD-TRN-AGT-002	pure/integration	reset相互連動	共通	accounted-for	designed	planned	—
DO-MEM-006B	AC-MEM-006	WP-06	TR-PILOT-ABC	docs/system-design/slices/02-finite-conversation.md::DO-MEM-006B	sha256:2b9e59f4fd38e9cea5c91314b50bce19c3af8325f20996d31e13b0ffcbb99853	JG-CNV-RESET	full	SD-RUL-AGT-004, SD-REC-AGT-002	crash-recovery	barrier後旧Thread使用、late result再結合	共通	accounted-for	designed	planned	—
DO-OPS-014	AC-OPS-014	WP-08	TR-PILOT-ABC	docs/system-design/slices/02-finite-conversation.md::DO-OPS-014	sha256:8fdb013d07bfc7d723b34d62fef032d39d777d5d6391e7d9e8901e1cc5311a37	JG-CNV-CANCEL	partial	SD-RUL-AGT-002, SD-REC-AGT-001	pure	cancel後Proposal承認	Agent部分	accounted-for	designed	planned	—
DO-OPS-015	AC-OPS-015	WP-08	TR-PILOT-ABC	docs/system-design/slices/02-finite-conversation.md::DO-OPS-015	sha256:596d23dc21cedec4f6efd928595ff1546097d99c028de1a02a04eac24a9cec24	JG-CNV-NOTICE	full	SD-STA-NOT-001, SD-RUL-NOT-001, SD-PRJ-CNV-001	pure/integration	silentで内部Projectionまで抑止	共通通知	accounted-for	designed	planned	—
DO-OPS-016	AC-OPS-016	WP-08	TR-PILOT-ABC	docs/system-design/slices/02-finite-conversation.md::DO-OPS-016	sha256:57e7b8de1631aa9c3367b429a8b385a95e696781b8c37250347c9fa6baf21b42	JG-CNV-NOTICE	full	SD-EVT-NOT-001, SD-TRN-EXE-003, SD-REC-NOT-001	contract/integration	Policy Stateへ結果を混入、成功・Failure・OutcomeUnknownを圧縮	共通通知	accounted-for	designed	planned	—
DO-OPS-019	AC-OPS-019	WP-08	TR-PILOT-ABC	docs/system-design/slices/02-finite-conversation.md::DO-OPS-019	sha256:e35734bfa524bfcd55de439767c29c8b2692f0c8bb296f921d5d0315429b7fb4	JG-CNV-CANCEL	partial	SD-RUL-AGT-003, SD-EFX-AGT-003	pure/integration	unsupported取消を停止成功化	Agent部分	accounted-for	designed	planned	—
DO-OPS-024	AC-OPS-024	WP-08	TR-PILOT-ABC	docs/system-design/slices/02-finite-conversation.md::DO-OPS-024	sha256:6c6c24a4b24ede87c4ff05fda82226dc131000d71859afa4c3b40a7c568abb94	JG-CNV-RECOVERY	full	SD-MOD-EXE-002, SD-RUL-EXE-004, SD-EVT-EXE-006, SD-TRN-EXE-013, SD-RUL-CNV-005, SD-EVT-CNV-003, SD-TRN-CNV-007, SD-REC-CNV-001, SD-RUL-QLI-001, SD-EVT-QLI-002, SD-TRN-QLI-001, SD-TRN-QLI-002, SD-RUL-RST-004, SD-EVT-RST-005, SD-TRN-RST-004, SD-PER-RST-002, SD-PER-RST-004, SD-PER-AGT-001, SD-PER-TOL-001, SD-PER-RBI-002	pure/concurrency/crash-recovery	checkpointなしResume、Behavior ContributionなしResume、stale digest/revisionでResume、QLIだけActive、Behavior checkpointだけConsumed、置換Occurrenceと同時にattempt/outbox生成、旧Occurrence再dispatch、restart中のgrant/DAT revoke、readiness stale、binding generation交代、normal claim CAS競合時にBindingUse/intent/outbox残存、OutcomeUnknown再attempt、未終端ownerでHome、AwaitOwnerDecisionでhandoff release、Quarantine前のresource再利用、restart後自動再開	Starting/Active/Terminatingの同session Recovery、Behavior+EXE pre-claim resume、通常dispatch再認可、四値Decision	accounted-for	designed	planned	—
DO-OPS-025	AC-OPS-025	WP-08	TR-PILOT-ABC	docs/system-design/slices/02-finite-conversation.md::DO-OPS-025	sha256:619372e8fc0e8318ddd3d4e437b59ac60181359facae02fe4807895520604782	JG-CNV-ISOLATION	partial	SD-REC-AGT-001, SD-TRN-AGT-001	crash-recovery	旧session結果が新session更新	Agent部分	accounted-for	designed	planned	—
DO-OPS-029	AC-OPS-029	WP-08	TR-PILOT-ABC	docs/system-design/slices/02-finite-conversation.md::DO-OPS-029	sha256:72b9addf0604f48f90a1f903051377f1f82487cb4e903963f1e1e53066056491	JG-CNV-NOTICE	full	SD-RUL-NOT-001, SD-EFX-NOT-001, SD-EVT-NOT-001, SD-PRT-NOT-001	pure/integration	Web/Home/反射で通知、silent無視	初期会話	accounted-for	designed	planned	—
DO-OPS-030	AC-OPS-030	WP-08	TR-PILOT-ABC	docs/system-design/slices/02-finite-conversation.md::DO-OPS-030	sha256:1f04b5a8ed0196fb6547cb8cd31988fcd0e84f41e169dd8c38a87603d9555b3f	JG-CNV-NOTICE	full	SD-GPH-CNV-001, SD-EFX-NOT-001, SD-EVT-NOT-001, SD-TRN-EXE-003	pure/integration	通知FailureでAgent停止、final音声と相関混同	初期会話	accounted-for	designed	planned	—
DO-OUT-002	AC-OUT-002	WP-05	TR-PILOT-ABC	docs/system-design/slices/02-finite-conversation.md::DO-OUT-002	sha256:4e2b32a1e359bbea542df7af2bac5ec2867e4910e9038550e677a9f24d7ba1e1	JG-CNV-PRESENTATION	partial	SD-EFX-OUT-001, SD-PRJ-CNV-001	integration	RecallEmpty/Failure混同	Conversation/Recall部分	accounted-for	designed	planned	—
DO-OUT-004	AC-OUT-004	WP-05	TR-PILOT-ABC	docs/system-design/slices/02-finite-conversation.md::DO-OUT-004	sha256:520b39d48e3d792cd890a14ec38703f1d74406385fa385f3175bf730f1f18f7d	JG-CNV-PRESENTATION	partial	SD-RUL-MEM-002, SD-RUL-MEM-003	pure	provenance欠落を別purpose化	Recall部分	accounted-for	designed	planned	—
DO-QLI-001A	AC-QLI-001	WP-05	TR-PILOT-ABC	docs/system-design/slices/02-finite-conversation.md::DO-QLI-001A	sha256:3c2bb373a0882e58aa9aff2ee8df100df85390dc41b027017f576d6ac4737b8b	JG-CNV-OWNER	full	SD-CTX-QLI-001, SD-CTX-INT-001, SD-RUL-INT-001	architecture/pure	owner重複	共通	accounted-for	designed	planned	—
DO-QLI-001B	AC-QLI-001	WP-05	TR-PILOT-ABC	docs/system-design/slices/02-finite-conversation.md::DO-QLI-001B	sha256:0f4225ff153bf2f983827bb293e9ad65c9682aa5d8b43619893757510638abf1	JG-CNV-IDEMPOTENCY	full	SD-STA-INT-001	contract	API keyとEffect attemptを共用	共通	accounted-for	designed	planned	—
DO-QLI-002	AC-QLI-002	WP-05	TR-PILOT-ABC	docs/system-design/slices/02-finite-conversation.md::DO-QLI-002	sha256:e95aa27b5469e7d5d380542e718a0f0c3d7b95190a10b4737586eb65b9ac8054	JG-CNV-ADMISSION	full	SD-RUL-INT-001, SD-STA-QLI-001	pure	Busy時queue/Graph生成	共通	accounted-for	designed	planned	—
